#-------------------------------------------------------------------
# A2744 Spectroscopic Redshift Compilation.
# Benotto P. - Last compiled 2026-05-26
# Please always refer to the latest version of this catalogue: 
# https://pietrobenotto.github.io/research/A2744_redshift_compilation.txt
#
# This catalog compiles spectroscopic redshifts for the A2744 field.
# Redshifts within a 20' radius centered on the cluster are kept.
# The redshifts come from the following surveys:
#
#   - ASTRODEEP-JWST          (Merlin et al. 2024)
#   - UNCOVER                 (Prince et al. 2024)
#   - All the Little Things   (ALT, Naidu et al. 2024)
#   - NIRISS                  (Watson et al. 2025)
#   - DJA redshift compilation (Brammer & Valentino 2025,
#                               https://zenodo.org/records/15472354)
#                               v4.4, grade == 3 only
#   - MUSE surveys compilation:
#       Owers et al. 2011, Braglia et al. 2009, GLASS,
#       Richard et al. 2021, Bergamini et al. 2022,
#       Caminha MUSE DDT 2022, MUSE 2025 (PI: Matthee)
#-------------------------------------------------------------------
# ( 1)  RA           [Right Ascension J2000 (deg)]
#                       Right ascension from the same catalogue as the redshift.
# ( 2)  DEC          [Declination J2000 (deg)]
#                       Declination from the same catalogue as the redshift.
# ( 3)  ID           [Source identifier]
#                       Source identifier. A plain number is the ASTRODEEP ID of the
#                       nearest match within 1 arcsec. If no match exists, the original
#                       catalogue number is kept with a 3-letter prefix indicating its
#                       source. If multiple objects with different redshifts map to the
#                       same ID, a letter suffix is appended (_a, _b, ...).
# ( 4)  zspec        [Spectroscopic redshift]
#                       Spectroscopic redshift. If multiple sources lie within 1 arcsec
#                       and agree within 5% in redshift, only one entry is retained.
# ( 5)  source       [Origin of the redshift value]
# ( 6)  F090W_mag    [JWST/NIRCam F090W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 7)  F200W_mag    [JWST/NIRCam F200W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 8)  F444W_mag    [JWST/NIRCam F444W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
#-------------------------------------------------------------------
        RA          DEC            ID    zspec                               source  F090W_mag  F200W_mag  F444W_mag 
 3.4651325  -30.3075960         35066   0.9709                                  DJA     27.071     27.039     27.533 
 3.4657621  -30.3147113         35075   1.4978                                  DJA     26.595     25.809     25.546 
 3.5015378  -30.3031496         35099   2.1181                                  DJA     28.394     27.493     27.551 
 3.5034568  -30.3065834         35110   1.1049                                  DJA     27.217     26.608     26.656 
 3.4896427  -30.3072374         35132   2.2799                                  DJA    -99.000    -99.000     25.538 
 3.4864550  -30.3077040         35144   0.9140                            ASTRODEEP     22.453     21.566     21.762 
 3.5814170  -30.4293360          3517   1.7570                            ASTRODEEP    -99.000     24.141     23.849 
 3.4816590  -30.3039830         35197   0.9570                            ASTRODEEP     23.251     22.620     22.839 
 3.5069600  -30.3037710         35204   0.8420                            ASTRODEEP     23.511     22.826     22.972 
 3.5127700  -30.3081910         35208   1.1070                            ASTRODEEP    -99.000     21.798     21.320 
 3.4906266  -30.3109500         35219   1.2324                                  DJA     23.173     22.424     22.196 
 3.5042717  -30.3086993         35228   0.3004                                  DJA     20.812    -99.000     20.338 
 3.5098429  -30.3068750         35252   1.8128                                  DJA     24.304    -99.000     22.913 
 3.5058510  -30.3077900         35262   0.6500                            ASTRODEEP     23.824    -99.000     22.938 
 3.5048970  -30.3088460         35311   1.3750                            ASTRODEEP     23.805    -99.000     20.869 
 3.5122325  -30.3071125         35314   3.6499                                  DJA     26.050     26.307     26.373 
 3.4798190  -30.3090730         35356   4.3750                            ASTRODEEP     27.069     27.005     27.555 
 3.4937516  -30.3087963         35378   0.4439                                  DJA     20.942     20.169     20.897 
 3.4949691  -30.3127478         35422   1.2694                                  DJA     24.237     21.454     19.967 
 3.4986670  -30.3049840         35459   1.3780                            ASTRODEEP     23.327     21.074     20.163 
 3.4498890  -30.3280953         35572   3.0540                                  DJA     27.354     27.444     27.736 
 3.4885218  -30.3086209         35599   3.4697                                  DJA     28.407     27.972     28.220 
 3.5094790  -30.3095405         35611   3.2343                                  DJA    -99.000     27.143     27.984 
 3.5935380  -30.4260230          3564   0.2970                            ASTRODEEP     20.086     19.121     20.056 
 3.4927890  -30.3095260         35645   3.3260                            ASTRODEEP     27.318     26.642     27.294 
 3.4668278  -30.3190830         35670   5.7823                                  DJA     27.670     27.343     26.804 
 3.4922810  -30.3101140         35692   3.3800                            ASTRODEEP     27.178     27.047     27.423 
 3.4951422  -30.3136259         35723   2.5114                                  DJA    -99.000     29.075     28.273 
 3.4719115  -30.3106369         35734   0.0003                           Owers_2011     20.609     18.420     19.591 
 3.4650850  -30.3140270         35794   0.0590                            ASTRODEEP     20.756     20.582     21.790 
 3.5122074  -30.3103469         35831   3.4741                                  DJA     26.772     26.326     26.493 
 3.4759570  -30.3131340         35834   0.3820                            ASTRODEEP     25.057     24.233     24.303 
 3.4663537  -30.3092435         35840   2.5944                                  DJA     24.475     23.512     22.604 
 3.4882250  -30.3116573         35842   3.4691                                  DJA     28.327     28.093     28.719 
 3.5114132  -30.3112378         35859   6.0358                                  DJA     28.971     28.537     27.774 
 3.6465050  -30.4272480          3586   0.6070                            ASTRODEEP    -99.000     20.539     20.930 
 3.4776100  -30.3124630         35867   0.2390                            ASTRODEEP     23.443     23.136     24.248 
 3.5984170  -30.4272690          3589   0.7800                            ASTRODEEP     22.817     21.885     21.999 
 3.6195690  -30.4291190          3590   2.5830                            ASTRODEEP     24.810     24.105     24.713 
 3.4656688  -30.3086865         35926   5.7881                                  DJA     28.734     28.517     28.264 
 3.5074980  -30.3106333         35956   3.2833                                  DJA    -99.000     27.553     28.199 
 3.5027950  -30.3098700         35964   0.2710                            ASTRODEEP     21.987     21.497     22.393 
 3.5867610  -30.4295980          3597   6.1460                            ASTRODEEP     29.289     28.797     28.015 
 3.6179310  -30.4286420          3598   2.9880                            ASTRODEEP     24.894     23.914     23.561 
 3.6108113  -30.4419769           360   0.2696                         Boschin_2006     19.051     17.988     18.268 
 3.4936770  -30.3129810         36027   1.1020                            ASTRODEEP     22.227     20.687     20.163 
 3.4955850  -30.3115890         36064   4.1990                            ASTRODEEP     27.199    -99.000     27.329 
 3.4765694  -30.3102823         36128   1.1023                   MUSE_DDT_Caminha22     23.889     22.897     22.791 
 3.4896500  -30.3131060         36137   0.4130                            ASTRODEEP     23.592    -99.000     23.721 
 3.4770519  -30.3138509         36138   3.2974                                  DJA     25.544     24.582     24.570 
 3.5045859  -30.3079211         36143   7.9163                                  DJA     26.007    -99.000     25.175 
 3.5742660  -30.3209670         36161   0.3590                            ASTRODEEP    -99.000     19.071     19.845 
 3.5044094  -30.3175889         36174   6.2767                                  DJA     29.922     29.374     29.423 
 3.5179170  -30.3127220         36183   0.3121                           Owers_2011    -99.000    -99.000    -99.000 
 3.4962910  -30.3222750         36198   0.9480                            ASTRODEEP     22.143     20.908     20.739 
 3.4752910  -30.3118270         36202   2.9290                            ASTRODEEP     24.750     24.112     24.248 
 3.4902140  -30.3168170         36245   1.1730                            ASTRODEEP     24.827     24.141     24.123 
 3.6184250  -30.4286230          3627   2.9910                            ASTRODEEP     25.246     24.449     24.535 
 3.5077983  -30.3030964         36281   1.2901                                  DJA     25.441     24.927     24.839 
 3.5124401  -30.3132872         36316   6.5038                                  DJA     31.902     29.417     29.293 
 3.4710250  -30.3044000         36322   0.4380                            ASTRODEEP     25.033     25.038     25.887 
 3.4919442  -30.3121056         36341   0.4187                                  DJA    -99.000    -99.000     18.477 
 3.5106125  -30.3053642         36356   5.6467                                  DJA     27.890     27.540     26.664 
 3.5734730  -30.4228270          3637   0.3190                            ASTRODEEP    -99.000     18.138     18.973 
 3.4871493  -30.3130123         36372   5.7782                                  DJA     28.291    -99.000     28.094 
 3.4926682  -30.3168348         36419   4.7258                                  DJA     28.014     27.937     28.020 
 3.4863040  -30.3180854         36423   5.2321                                  DJA     26.650     26.662     26.355 
 3.4898875  -30.3044071         36446   2.1174                                  DJA     23.466     21.086     19.370 
 3.5130028  -30.3137016         36504   3.0685                                  DJA     28.878     27.416     28.302 
 3.5128818  -30.3176436         36505   1.5999                                  DJA     23.895     22.966     22.273 
 3.4714056  -30.3127850         36552   5.2527                                  DJA     27.758     27.326     27.069 
 3.4966238  -30.3102093         36570   1.2675                   MUSE_DDT_Caminha22     23.226    -99.000     20.192 
 3.4547068  -30.3168897         36636   9.5246                                  DJA     32.509     27.961     27.301 
 3.5734656  -30.3211403         36650   1.1152                                  ALT    -99.000     21.300     20.849 
 3.5009480  -30.3087530         36656   1.1390                            ASTRODEEP     24.204    -99.000     23.115 
 3.4730951  -30.3148593         36684   3.9368                                  DJA     29.217     29.031     29.575 
 3.5736100  -30.4275700          3670   1.6880                            ASTRODEEP    -99.000     21.943     21.019 
 3.5142839  -30.3135424         36723   3.8260                                  DJA     26.069     25.252     25.158 
 3.5035297  -30.3148901         36761   3.3043                                  DJA     29.159     28.612     28.960 
 3.5095990  -30.3057510         36790   0.8410                            ASTRODEEP     23.381     23.198     23.574 
 3.4775240  -30.3191700         36836   1.1750                            ASTRODEEP     21.768     20.021     19.700 
 3.5036937  -30.3179746         36846   6.2850                                  DJA     28.520     28.227     28.053 
 3.4540868  -30.3249587         36866   3.9630                                  DJA     26.245     25.663     25.672 
 3.4821420  -30.3143797         36906   2.5070                   MUSE_DDT_Caminha22     24.095     22.448     21.850 
 3.4889252  -30.3154498         36908   5.0665                                  DJA    -99.000     31.433     30.104 
 3.4909628  -30.3249421         36918   5.9979                                  DJA     28.113     27.980     27.985 
 3.4956127  -30.3154095         36928   0.4978                                  DJA     24.669     24.203     24.850 
